Timestep,DHW Node 1,DHW Node 2,DHW Node 3,DHW Node 4,DHW Node 5,DHW Discharge Vol [L],DHW Discharge Energy [kWh],DHW Charge Energy [kWh],,SH Node 1,SH Node 2,SH Node 3,SH Node 4,SH Node 5,SH Discharge Vol [L],SH Discharge Energy [kWh],SH Charge Energy [kWh]
9043.0,50.48087559787246,50.25596119349947,47.32785338936445,36.66084154775053,21.915996914886247,0.0,0.0,0.0,,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0
9044.0,50.393484878557096,50.143159013708576,47.099594349849,36.374237597452826,21.817356355143566,6.62,0.26909380555555557,0.0,,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0
9045.0,50.30837182943994,50.05114584410924,46.934410803583496,36.170327715471785,21.862187746079297,4.38,0.1780409166666667,0.0,,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0
9046.0,50.22773939611209,49.99712716278008,46.87549722010648,36.09757078817377,22.133237276324028,0.64,0.02601511111111111,0.0,,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0
9047.0,50.14675831171887,49.935775668196314,46.7962035142164,36.00191584200768,22.344247330814667,1.36,0.055282111111111115,0.0,,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0
9048.0,50.066384483110035,49.876764366327734,46.723292356631724,35.91497746320259,22.557231632663253,1.14,0.04633941666666666,0.0,,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0
9049.0,51.42868985066368,50.34775331899406,49.83253824273617,48.33220541309824,23.040880732707368,0.86,0.034957805555555554,7.0,,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0
9050.0,53.0,53.0,53.0,49.387964014508746,22.212268291041184,21.36,0.8682543333333334,7.0,,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0
9051.0,52.93184470073299,52.92684515927617,52.918309663594826,49.083673857010204,22.337780357508517,2.64,0.10731233333333334,0.0,,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0
9052.0,52.85892116824302,52.85675842702853,52.854449949789185,48.888318579774406,22.560107008473043,1.0,0.040648611111111115,0.0,,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0
9053.0,52.79385868660834,52.791196803311266,52.789039954157595,48.75781004732243,22.83546087695319,0.0,0.0,0.0,,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0
9054.0,52.71664181761562,52.714700840473135,52.394688892139214,46.90223284957625,21.33335701312585,27.94,1.1357221944444444,0.0,,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0
