Timestep,Combined Electrical Input [kWh],DHW Electrical Input [kWh],SH Electrical Input [kWh],Combined Thermal Charge [kWhth],DHW Thermal Charge [kWhth],SH Thermal Charge [kWhth],DHW SOC [kWhth],SH SOC [kWhth],PV Generation [kWh],Net Wind Generation [kWh],PV Used [kWh],Wind Used [kWh],Grid Used [kWh],Electricity Cost [£],PV Cost [£],Wind Cost [£],Grid Cost [£]
0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.986860591752652,24.07362441726444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.866653234049053,23.936133166393045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,27.694433226001216,23.72986594694452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,27.64160117160727,23.583697168164296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,27.588990727450245,23.323901657769756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,27.53660089041007,22.99478041140668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,27.48442978270582,22.743148296542792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0,27.432477108144102,22.128522910694993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,27.37236649113685,21.895837196064644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3181311290258,21.703442739016314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.0,0.0,0.0,0.0,0.0,0.0,27.266891170483298,21.2932119088946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,0.0,0.0,0.0,0.0,0.0,0.0,27.21586497721876,21.09189459969857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,0.0,0.0,0.0,0.0,0.0,0.0,27.16505070580492,20.443076774394907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,0.0,0.0,0.0,0.0,0.0,0.0,27.114448101748142,19.422706069058187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,0.0,0.0,0.0,0.0,0.0,0.0,27.06405533773926,14.804585796720403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,0.0,0.0,0.0,0.0,0.0,0.0,27.013872166268115,13.275733506372957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,0.0,0.0,0.0,0.0,0.0,0.0,26.96389677598169,8.944655963346722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,0.0,0.0,0.0,0.0,0.0,0.0,26.914129995491987,4.4077841901034125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,3.695652173913044,0.0,3.695652173913044,8.5,0.0,8.5,26.68686610893959,11.576955382996632,0.0,0.0,0.0,0.0,3.695652173913044,1.333021739130435,0.0,0.0,1.333021739130435
19.0,3.695652173913044,0.0,3.695652173913044,8.5,0.0,8.5,26.58602883975103,18.320617455393762,0.0,0.0,0.0,0.0,3.695652173913044,1.333021739130435,0.0,0.0,1.333021739130435
20.0,3.695652173913044,0.0,3.695652173913044,8.5,0.0,8.5,20.38173940642678,25.81975517332873,0.026155416,0.0,0.026155416,0.0,3.669496757913044,1.3235874805792351,0.0,0.0,1.3235874805792351
21.0,0.0,0.0,0.0,0.0,0.0,0.0,20.351008187955863,24.783701312554687,0.079949997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,0.0,0.0,0.0,0.0,0.0,0.0,20.30279535034243,23.089348016454768,0.067926111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,0.0,0.0,0.0,0.0,0.0,0.0,20.267330618948716,17.514510914608024,0.038549999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,0.0,0.0,0.0,0.0,0.0,0.0,20.20387366633368,16.146481280891642,0.058807361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,0.0,0.0,0.0,0.0,0.0,20.17544212531823,15.11337417472835,0.072449997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0869279860158,10.831401490289045,0.112986945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,0.0,0.0,0.0,0.0,0.0,0.0,20.01899894161618,9.833434712001843,0.077699997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,3.695652173913044,0.0,3.695652173913044,8.5,0.0,8.5,19.984555537727612,17.309699145982616,0.120559583,0.0,0.120559583,0.0,3.575092590913044,1.1336618605785262,0.0,0.0,1.1336618605785262
29.0,3.695652173913044,0.0,3.695652173913044,8.5,0.0,8.5,19.925777997219292,25.52811736494848,0.0,0.0,0.0,0.0,3.695652173913044,1.1718913043478263,0.0,0.0,1.1718913043478263
30.0,0.0,0.0,0.0,0.0,0.0,0.0,19.867960162599832,24.71860482142012,0.000967917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,0.0,0.0,0.0,0.0,0.0,0.0,19.834842889168296,23.982183445404694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,0.0,0.0,0.0,0.0,0.0,0.0,19.783391758856748,22.927893207628607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,0.0,0.0,0.0,0.0,0.0,0.0,19.746714254522182,17.707511496629742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.0,0.0,0.0,0.0,0.0,0.0,0.0,19.70869192068249,16.571697714506154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,0.0,0.0,0.0,0.0,0.0,0.0,19.67071908345419,15.060506761030762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.0,2.6415094339622645,2.6415094339622645,0.0,7.0,7.0,0.0,27.24372260568002,14.443125701373608,0.0,0.0,0.0,0.0,2.6415094339622645,0.837622641509434,0.0,0.0,0.837622641509434
37.0,0.0,0.0,0.0,0.0,0.0,0.0,27.076006692792202,10.807276148293068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.0,0.0,0.0,0.0,0.0,0.0,0.0,20.267725686504683,10.21298501891477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.0,0.0,0.0,0.0,0.0,0.0,0.0,20.005068662423337,9.327912739304205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,0.0,0.0,0.0,0.0,0.0,0.0,19.898464048676765,8.62930650377228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0,0.0,0.0,0.0,0.0,0.0,0.0,19.870172647514423,8.473826207243693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.0,0.0,0.0,0.0,0.0,0.0,0.0,19.81731758517238,4.56400396693784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.0,0.0,0.0,0.0,0.0,0.0,0.0,19.789555664507027,4.480846025854059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.0,0.0,0.0,0.0,0.0,0.0,0.0,19.639095532768568,4.263704964305567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,0.0,0.0,0.0,0.0,0.0,0.0,19.592560855205083,4.051527033335699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46.0,0.0,0.0,0.0,0.0,0.0,0.0,19.497667312528193,3.929514830281981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47.0,0.0,0.0,0.0,0.0,0.0,0.0,13.379637300987692,3.842396554589747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48.0,0.0,0.0,0.0,0.0,0.0,0.0,13.35911532394465,3.707872285365557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.0,0.0,0.0,0.0,0.0,0.0,0.0,13.338656226369855,3.615778251875714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,3.695652173913044,0.0,3.695652173913044,8.5,0.0,8.5,13.318259805871799,11.28210514469858,0.0,0.0,0.0,0.0,3.695652173913044,1.1718913043478263,0.0,0.0,1.1718913043478263
51.0,3.695652173913044,0.0,3.695652173913044,8.5,0.0,8.5,13.297925860734892,18.951999114400852,0.0,0.0,0.0,0.0,3.695652173913044,1.1718913043478263,0.0,0.0,1.1718913043478263
52.0,0.0,0.0,0.0,0.0,0.0,0.0,13.277654189917156,18.73809741679315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.0,0.0,0.0,0.0,0.0,0.0,0.0,13.25744459304789,18.54715704876838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54.0,0.0,0.0,0.0,0.0,0.0,0.0,13.237296870425402,18.33936935180171,0.0,13.075211352,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.0,0.0,0.0,0.0,0.0,0.0,0.0,13.21721082301469,17.77041622907232,0.0,24.917603201499993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56.0,0.0,0.0,0.0,0.0,0.0,0.0,13.197186252445182,17.513259183233473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57.0,0.0,0.0,0.0,0.0,0.0,0.0,13.177222961008438,17.311772015664072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58.0,0.0,0.0,0.0,0.0,0.0,0.0,13.157320751655904,17.089249589267556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59.0,0.0,0.0,0.0,0.0,0.0,0.0,13.13747942799663,16.89365223066082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,0.0,0.0,0.0,0.0,0.0,0.0,13.11769879429503,16.667117477873788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61.0,0.0,0.0,0.0,0.0,0.0,0.0,13.097978655468644,16.473724162203915,0.0,13.639549249999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62.0,0.0,0.0,0.0,0.0,0.0,0.0,13.075304280532073,14.931480959768086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63.0,0.0,0.0,0.0,0.0,0.0,0.0,13.05451675551778,10.049011102809443,0.0,8.143699980000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64.0,0.0,0.0,0.0,0.0,0.0,0.0,13.034987417935952,4.88399228578188,0.0,1.2590276050000018,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65.0,2.766798418972332,2.766798418972332,0.0,7.0,7.0,0.0,26.532795203875178,4.127611691164647,0.0,56.587053539999985,0.0,2.766798418972332,0.0,0.9979841897233203,0.0,0.9979841897233203,0.0
66.0,2.766798418972332,2.766798418972332,0.0,7.0,7.0,0.0,28.781497090111582,0.0,0.00669125,28.264962755000013,0.00669125,2.760107168972332,0.0,0.9955706558483203,0.0,0.9955706558483203,0.0
67.0,3.695652173913044,0.0,3.695652173913044,8.5,0.0,8.5,28.661108378808457,11.189054740843433,0.036349998,6.431505469999993,0.036349998,3.659302175913044,0.0,1.319910294851835,0.0,1.319910294851835,0.0
68.0,3.695652173913044,0.0,3.695652173913044,8.5,0.0,8.5,28.4467347065681,18.27085325451019,0.096467223,18.08752506000001,0.096467223,3.599184950913044,0.0,1.298226011794335,0.0,1.298226011794335,0.0
69.0,3.7946428571428568,0.0,3.7946428571428568,8.5,0.0,8.5,28.381732182629687,26.462749340440904,0.161699997,28.38974751499999,0.161699997,3.632942860142857,0.0,1.3104024896535285,0.0,1.3104024896535285,0.0
70.0,0.0,0.0,0.0,0.0,0.0,0.0,28.209786267377197,25.64461388659588,1.181170833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71.0,0.0,0.0,0.0,0.0,0.0,0.0,28.1569859743344,24.96890888354709,1.33275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.0,0.0,0.0,0.0,0.0,0.0,0.0,21.78211197757453,23.772443913869576,1.418420418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73.0,0.0,0.0,0.0,0.0,0.0,0.0,21.730819826770624,22.67188858352469,1.448050049,20.190051800000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74.0,0.0,0.0,0.0,0.0,0.0,0.0,21.673862553600415,17.79714412997027,1.003446666,1.924189135000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75.0,0.0,0.0,0.0,0.0,0.0,0.0,21.637536769309772,15.981240601696484,0.968400024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76.0,0.0,0.0,0.0,0.0,0.0,0.0,21.584233677983622,14.840816661746432,0.377452777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77.0,0.0,0.0,0.0,0.0,0.0,0.0,21.552023937682712,10.335092758223311,0.250600006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78.0,0.0,0.0,0.0,0.0,0.0,0.0,21.51990502156561,9.320867301413736,0.045494583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79.0,3.695652173913044,0.0,3.695652173913044,8.5,0.0,8.5,21.487876570916093,16.523027193725348,0.021,0.0,0.021,0.0,3.674652173913044,1.1652322043478263,0.0,0.0,1.1652322043478263
80.0,3.695652173913044,0.0,3.695652173913044,8.5,0.0,8.5,21.404540332348795,23.907718254998965,0.0,0.0,0.0,0.0,3.695652173913044,1.1718913043478263,0.0,0.0,1.1718913043478263
81.0,0.0,0.0,0.0,0.0,0.0,0.0,21.33442425587174,22.30815093720836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82.0,0.0,0.0,0.0,0.0,0.0,0.0,21.25995081529325,17.406900560663257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83.0,0.0,0.0,0.0,0.0,0.0,0.0,21.227818912340837,14.811033850045256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84.0,0.0,0.0,0.0,0.0,0.0,0.0,21.196523249632993,10.5994543114213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85.0,0.0,0.0,0.0,0.0,0.0,0.0,21.165315916727074,9.889690852054084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86.0,0.0,0.0,0.0,0.0,0.0,0.0,21.006847605074924,9.450176239718292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87.0,0.0,0.0,0.0,0.0,0.0,0.0,20.871028175039225,8.879288744412333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88.0,0.0,0.0,0.0,0.0,0.0,0.0,20.427777949441097,4.904068357766297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89.0,0.0,0.0,0.0,0.0,0.0,0.0,20.398349047748273,4.826776751792287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90.0,0.0,0.0,0.0,0.0,0.0,0.0,20.350914656612957,4.633901995197999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91.0,0.0,0.0,0.0,0.0,0.0,0.0,20.302640900318572,4.549800544726461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92.0,0.0,0.0,0.0,0.0,0.0,0.0,20.258612725197874,4.01046561374058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93.0,0.0,0.0,0.0,0.0,0.0,0.0,20.22963509017407,3.7130184572033698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94.0,0.0,0.0,0.0,0.0,0.0,0.0,20.058676572125382,3.5848838324068057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95.0,3.695652173913044,0.0,3.695652173913044,8.5,0.0,8.5,20.027924549353195,11.214291628791816,0.0,0.0,0.0,0.0,3.695652173913044,1.1718913043478263,0.0,0.0,1.1718913043478263
96.0,3.695652173913044,0.0,3.695652173913044,8.5,0.0,8.5,19.983947589293333,22.85554844477987,0.0,0.0,0.0,0.0,3.695652173913044,1.1718913043478263,0.0,0.0,1.1718913043478263
97.0,0.0,0.0,0.0,0.0,0.0,0.0,19.95565883125176,19.14847435585964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.0,0.0,0.0,0.0,0.0,0.0,0.0,19.919690530723216,18.925518054889558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99.0,0.0,0.0,0.0,0.0,0.0,0.0,19.89158041913776,18.733638076371335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,0.0,0.0,0.0,0.0,0.0,0.0,19.86355045344058,18.509597685539315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101.0,0.0,0.0,0.0,0.0,0.0,0.0,13.743655942044837,18.315335480850113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.0,0.0,0.0,0.0,0.0,0.0,0.0,13.72134456288281,18.04856873725898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.0,0.0,0.0,0.0,0.0,0.0,0.0,13.697856601317769,17.851682115663152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104.0,0.0,0.0,0.0,0.0,0.0,0.0,13.67648542003949,17.549864715033184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105.0,0.0,0.0,0.0,0.0,0.0,0.0,13.655179535026083,17.34636328230787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106.0,0.0,0.0,0.0,0.0,0.0,0.0,13.633938736572924,17.039206540431525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107.0,0.0,0.0,0.0,0.0,0.0,0.0,13.612762815674596,16.77372950724547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108.0,0.0,0.0,0.0,0.0,0.0,0.0,13.591651564022538,16.51384455302221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109.0,0.0,0.0,0.0,0.0,0.0,0.0,13.57060477400262,15.877464647559801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110.0,0.0,0.0,0.0,0.0,0.0,0.0,13.549622238692788,10.754951150573799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111.0,0.0,0.0,0.0,0.0,0.0,0.0,13.528703751860691,9.015204209981352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112.0,0.0,0.0,0.0,0.0,0.0,0.0,13.488847922023655,4.478188419515866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113.0,0.0,0.0,0.0,0.0,0.0,0.0,13.444009171458578,3.758964350659509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114.0,2.6415094339622645,2.6415094339622645,0.0,7.0,7.0,0.0,26.311642805679085,0.0,0.0,0.0,0.0,0.0,2.6415094339622645,0.9527924528301889,0.0,0.0,0.9527924528301889
115.0,2.6415094339622645,2.6415094339622645,0.0,7.0,7.0,0.0,28.200426459102044,0.0,0.00335,0.0,0.00335,0.0,2.6381594339622643,0.9515841078301888,0.0,0.0,0.9515841078301888
116.0,3.695652173913044,0.0,3.695652173913044,8.5,0.0,8.5,27.94204870743504,11.223497557834714,0.006666806,0.0,0.006666806,0.0,3.6889853679130438,1.330617022206235,0.0,0.0,1.330617022206235
117.0,3.695652173913044,0.0,3.695652173913044,8.5,0.0,8.5,27.859345388359625,18.360298399104543,0.02875,0.0,0.02875,0.0,3.666902173913044,1.322651614130435,0.0,0.0,1.322651614130435
118.0,3.695652173913044,0.0,3.695652173913044,8.5,0.0,8.5,27.64710937599964,25.676483432011302,1.226163888,0.0,1.226163888,0.0,2.4694882859130436,0.8907444247288349,0.0,0.0,0.8907444247288349
119.0,0.0,0.0,0.0,0.0,0.0,0.0,27.555773330003873,24.061179437302723,1.392099976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120.0,0.0,0.0,0.0,0.0,0.0,0.0,21.106936712212836,22.137201923370544,0.384778613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121.0,0.0,0.0,0.0,0.0,0.0,0.0,21.054889446760704,17.361291005315312,0.214850006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122.0,0.0,0.0,0.0,0.0,0.0,0.0,21.00623347013733,15.996913086224543,0.1148225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123.0,0.0,0.0,0.0,0.0,0.0,0.0,20.947402349534315,14.516706635998283,0.040349998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124.0,0.0,0.0,0.0,0.0,0.0,0.0,20.901187317470573,10.293517467213155,0.080535555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125.0,0.0,0.0,0.0,0.0,0.0,0.0,20.863671057137747,9.310839435220664,0.126800003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126.0,0.0,0.0,0.0,0.0,0.0,0.0,20.72643574600716,9.08362763937009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127.0,3.695652173913044,0.0,3.695652173913044,8.5,0.0,8.5,20.68948537994801,17.326714590745556,0.0,0.0,0.0,0.0,3.695652173913044,1.1718913043478263,0.0,0.0,1.1718913043478263
128.0,3.695652173913044,0.0,3.695652173913044,8.5,0.0,8.5,20.312014293547826,25.034658490885292,0.0,0.0,0.0,0.0,3.695652173913044,1.1718913043478263,0.0,0.0,1.1718913043478263
129.0,0.0,0.0,0.0,0.0,0.0,0.0,20.142724431622135,24.803616811504412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130.0,2.6415094339622645,2.6415094339622645,0.0,7.0,7.0,0.0,27.236526498056442,23.2595981739528,0.0,0.0,0.0,0.0,2.6415094339622645,0.837622641509434,0.0,0.0,0.837622641509434
131.0,0.0,0.0,0.0,0.0,0.0,0.0,27.047722528983645,22.368791839207873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132.0,0.0,0.0,0.0,0.0,0.0,0.0,26.86508294060127,17.311580789671293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133.0,0.0,0.0,0.0,0.0,0.0,0.0,26.77387916985076,15.626005646983895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134.0,0.0,0.0,0.0,0.0,0.0,0.0,20.53753940365676,10.671402543054922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135.0,0.0,0.0,0.0,0.0,0.0,0.0,20.47048925007279,9.058898610523952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136.0,3.7946428571428568,0.0,3.7946428571428568,8.5,0.0,8.5,20.27106308013194,16.20085445770671,0.0,91.13193959,0.0,3.7946428571428568,0.0,1.2032812499999999,0.0,1.2032812499999999,0.0
137.0,3.7946428571428568,0.0,3.7946428571428568,8.5,0.0,8.5,20.242150904031977,18.866575012527257,0.0,72.08515621499998,0.0,3.7946428571428568,0.0,1.2032812499999999,0.0,1.2032812499999999,0.0
138.0,3.7946428571428568,0.0,3.7946428571428568,8.5,0.0,8.5,20.192419436100753,27.49455873584218,0.0,89.25022427999998,0.0,3.7946428571428568,0.0,1.2032812499999999,0.0,1.2032812499999999,0.0
139.0,2.766798418972332,2.766798418972332,0.0,7.0,7.0,0.0,28.473819884663925,26.83930252722381,0.0,67.94124805,0.0,2.766798418972332,0.0,0.8773517786561265,0.0,0.8773517786561265,0.0
140.0,0.0,0.0,0.0,0.0,0.0,0.0,28.40416187881684,26.404959305247278,0.0,66.991931265,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141.0,0.0,0.0,0.0,0.0,0.0,0.0,28.349582150920696,26.186619554578314,0.0,38.497749428999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142.0,0.0,0.0,0.0,0.0,0.0,0.0,27.796132929362134,25.854361258109982,0.0,11.658692774999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143.0,0.0,0.0,0.0,0.0,0.0,0.0,27.714925721907683,25.636699071523243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144.0,0.0,0.0,0.0,0.0,0.0,0.0,27.663852343614412,25.277929161841357,0.0,29.845803653999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145.0,0.0,0.0,0.0,0.0,0.0,0.0,21.52232092503768,25.0570632105473,0.0,31.84845154450001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146.0,0.0,0.0,0.0,0.0,0.0,0.0,21.490160110957078,24.657214448547126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147.0,0.0,0.0,0.0,0.0,0.0,0.0,21.458090317756458,24.42448196455471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148.0,0.0,0.0,0.0,0.0,0.0,0.0,21.426111271384695,24.099430629158643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149.0,0.0,0.0,0.0,0.0,0.0,0.0,21.394222698660585,23.872717703231316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150.0,0.0,0.0,0.0,0.0,0.0,0.0,21.362424327269967,23.52825118130944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151.0,0.0,0.0,0.0,0.0,0.0,0.0,21.330715885762878,23.004742580918794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2990975514238,22.700837725213685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153.0,0.0,0.0,0.0,0.0,0.0,0.0,21.267566344458672,21.989939199980693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154.0,0.0,0.0,0.0,0.0,0.0,0.0,21.236119899470392,18.154412547126967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155.0,0.0,0.0,0.0,0.0,0.0,0.0,21.204758214111106,17.971014241959498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156.0,0.0,0.0,0.0,0.0,0.0,0.0,21.171302209248086,17.068558186068916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157.0,0.0,0.0,0.0,0.0,0.0,0.0,21.13839297010156,15.702240634284989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158.0,0.0,0.0,0.0,0.0,0.0,0.0,21.107293352238386,10.696431001382418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159.0,0.0,0.0,0.0,0.0,0.0,0.0,21.076277606249434,9.665465151243396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160.0,0.0,0.0,0.0,0.0,0.0,0.0,21.005543080230737,8.72617247944296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161.0,0.0,0.0,0.0,0.0,0.0,0.0,20.965697068293714,4.123524998471655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
