Timestep,Combined Electrical Input [kWh],DHW Electrical Input [kWh],SH Electrical Input [kWh],Combined Thermal Charge [kWhth],DHW Thermal Charge [kWhth],SH Thermal Charge [kWhth],DHW SOC [kWhth],SH SOC [kWhth],PV Generation [kWh],Net Wind Generation [kWh],PV Used [kWh],Wind Used [kWh],Grid Used [kWh],Electricity Cost [£],PV Cost [£],Wind Cost [£],Grid Cost [£]
9423.0,0.0,0.0,0.0,0.0,0.0,0.0,19.213144384868276,0.0,0.116849998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9424.0,0.0,0.0,0.0,0.0,0.0,0.0,19.157602993722815,0.0,1.076834303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9425.0,2.5089605734767026,2.5089605734767026,0.0,7.0,7.0,0.0,27.018760563148632,0.0,2.42175,0.0,2.42175,0.0,0.0872105734767028,0.0314568538530467,0.0,0.0,0.0314568538530467
9426.0,2.397260273972603,2.397260273972603,0.0,7.0,7.0,0.0,28.36893324558879,0.0,1.258703891,0.0,1.258703891,0.0,1.138556382972603,0.41067728733821796,0.0,0.0,0.41067728733821796
9427.0,0.0,0.0,0.0,0.0,0.0,0.0,28.27504140649157,0.0,2.607199951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9428.0,0.0,0.0,0.0,0.0,0.0,0.0,27.982381438968016,0.0,1.711895698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9429.0,0.0,0.0,0.0,0.0,0.0,0.0,27.819960875451322,0.0,3.385449951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9430.0,0.0,0.0,0.0,0.0,0.0,0.0,27.545233175798653,0.0,3.306010829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9431.0,0.0,0.0,0.0,0.0,0.0,0.0,27.494224669379502,0.0,3.497649902,4.023460262,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9432.0,0.0,0.0,0.0,0.0,0.0,0.0,27.370993653883893,0.0,2.941330549,128.9977025515,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9433.0,0.0,0.0,0.0,0.0,0.0,0.0,27.198664011657193,0.0,1.795199951,144.05812243,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9434.0,0.0,0.0,0.0,0.0,0.0,0.0,21.00003759545814,0.0,2.077184027,113.11647486000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9435.0,0.0,0.0,0.0,0.0,0.0,0.0,20.968972245338207,0.0,1.767849976,94.349742296,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9436.0,0.0,0.0,0.0,0.0,0.0,0.0,20.82346581786467,0.0,0.525622366,29.357537624500004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9437.0,0.0,0.0,0.0,0.0,0.0,0.0,20.71171311631869,0.0,0.467049988,2.799299121499997,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9438.0,0.0,0.0,0.0,0.0,0.0,0.0,20.658150687550883,0.0,0.830703198,167.23420010799998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9439.0,0.0,0.0,0.0,0.0,0.0,0.0,20.61382139303489,0.0,1.021599976,127.80341660899998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9440.0,0.0,0.0,0.0,0.0,0.0,0.0,20.459365458765998,0.0,0.99098665,13.588598635000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9441.0,0.0,0.0,0.0,0.0,0.0,0.0,20.42608409071384,0.0,0.8585,10.899223705000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9442.0,2.5089605734767026,2.5089605734767026,0.0,7.0,7.0,0.0,28.33450138235834,0.0,0.477619168,50.712346615,0.477619168,2.0313414054767027,0.0,0.6441383596766624,0.0,0.6441383596766624,0.0
9443.0,0.0,0.0,0.0,0.0,0.0,0.0,28.184601590128963,0.0,0.516599976,47.49407373,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9444.0,0.0,0.0,0.0,0.0,0.0,0.0,28.003509272521537,0.0,0.33614722,17.056474370000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9445.0,0.0,0.0,0.0,0.0,0.0,0.0,27.936781248328217,0.0,0.310350006,12.190509374999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9446.0,0.0,0.0,0.0,0.0,0.0,0.0,27.78710810874549,0.0,0.472459859,14.854546541999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9447.0,0.0,0.0,0.0,0.0,0.0,0.0,27.734823475879143,0.0,0.434399994,13.7519231805,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9448.0,0.0,0.0,0.0,0.0,0.0,0.0,27.510002428591733,0.0,0.140471943,23.729565149999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9449.0,0.0,0.0,0.0,0.0,0.0,0.0,27.44126707160521,0.0,0.070599998,21.043686204999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9450.0,0.0,0.0,0.0,0.0,0.0,0.0,27.38435941067298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9451.0,0.0,0.0,0.0,0.0,0.0,0.0,27.32698889734211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9452.0,0.0,0.0,0.0,0.0,0.0,0.0,27.209878369278485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9453.0,0.0,0.0,0.0,0.0,0.0,0.0,21.03829060499599,0.0,0.0,0.594044178500003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9454.0,0.0,0.0,0.0,0.0,0.0,0.0,21.004075960421687,0.0,0.0,23.678677142999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9455.0,0.0,0.0,0.0,0.0,0.0,0.0,20.973380971012375,0.0,0.0,21.224741764999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9456.0,0.0,0.0,0.0,0.0,0.0,0.0,20.939324608213653,0.0,0.0,58.645646435,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9457.0,0.0,0.0,0.0,0.0,0.0,0.0,20.908810227961343,0.0,0.0,45.44443102500001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9458.0,0.0,0.0,0.0,0.0,0.0,0.0,20.878381921077846,0.0,0.0,54.963347574500006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9459.0,0.0,0.0,0.0,0.0,0.0,0.0,20.84803942919223,0.0,0.0,43.996507365,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9460.0,0.0,0.0,0.0,0.0,0.0,0.0,20.81778249475169,0.0,0.0,33.82271444,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9461.0,0.0,0.0,0.0,0.0,0.0,0.0,20.787610861018877,0.0,0.0,13.487907015000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9462.0,0.0,0.0,0.0,0.0,0.0,0.0,20.757524385545572,0.0,0.0,21.58301964,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9463.0,0.0,0.0,0.0,0.0,0.0,0.0,20.727522175713688,0.0,0.0,13.963496269999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9464.0,0.0,0.0,0.0,0.0,0.0,0.0,20.697600034778034,0.0,0.0,29.826057413499996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9465.0,0.0,0.0,0.0,0.0,0.0,0.0,20.667758693896126,0.0,0.0,28.6926477935,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9466.0,0.0,0.0,0.0,0.0,0.0,0.0,20.63799698692141,0.0,0.0,3.2250783850000033,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9467.0,0.0,0.0,0.0,0.0,0.0,0.0,20.608315640773412,0.0,0.0,5.378009690000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9468.0,0.0,0.0,0.0,0.0,0.0,0.0,20.578713495933457,0.0,0.130026251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9469.0,0.0,0.0,0.0,0.0,0.0,0.0,20.549191275107592,0.0,0.161399994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9470.0,0.0,0.0,0.0,0.0,0.0,0.0,20.42353982685417,0.0,0.240681251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9471.0,0.0,0.0,0.0,0.0,0.0,0.0,20.23746179709158,0.0,0.273100006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9472.0,0.0,0.0,0.0,0.0,0.0,0.0,20.047711500203278,0.0,0.325019167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9473.0,0.0,0.0,0.0,0.0,0.0,0.0,19.87922733259972,0.0,0.630599976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9474.0,2.397260273972603,2.397260273972603,0.0,7.0,7.0,0.0,27.3907126196675,0.0,0.494914998,0.0,0.494914998,0.0,1.902345275972603,0.6861759410433179,0.0,0.0,0.6861759410433179
9475.0,0.0,0.0,0.0,0.0,0.0,0.0,27.32925949155232,0.0,0.852599976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9476.0,0.0,0.0,0.0,0.0,0.0,0.0,20.64032107054645,0.0,1.063914173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9477.0,0.0,0.0,0.0,0.0,0.0,0.0,20.59330462732103,0.0,1.16175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9478.0,0.0,0.0,0.0,0.0,0.0,0.0,20.547685732093914,0.0,2.165922241,18.6817708195,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9479.0,0.0,0.0,0.0,0.0,0.0,0.0,20.464736124770102,0.0,2.324300049,16.681466110499997,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9480.0,0.0,0.0,0.0,0.0,0.0,0.0,20.41029507099507,0.0,1.100700697,2.851185663,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9481.0,0.0,0.0,0.0,0.0,0.0,0.0,20.381076865619754,0.0,2.510399902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9482.0,0.0,0.0,0.0,0.0,0.0,0.0,20.335691958204357,0.0,2.418220846,7.025821541499996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9483.0,2.5089605734767026,2.5089605734767026,0.0,7.0,7.0,0.0,28.646104006280485,0.0,4.336549805,0.0,2.5089605734767026,0.0,0.0,0.0,0.0,0.0,0.0
9484.0,0.0,0.0,0.0,0.0,0.0,0.0,28.548507511596164,0.0,1.956282092,54.7081512775,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9485.0,0.0,0.0,0.0,0.0,0.0,0.0,28.493665376960333,0.0,1.311300049,53.274051541000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9486.0,0.0,0.0,0.0,0.0,0.0,0.0,28.439047325346976,0.0,1.541998767,64.8502352765,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9487.0,0.0,0.0,0.0,0.0,0.0,0.0,28.384653044839954,0.0,0.921200012,46.8174684825,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9488.0,0.0,0.0,0.0,0.0,0.0,0.0,28.32685740164899,0.0,0.772732917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9489.0,0.0,0.0,0.0,0.0,0.0,0.0,28.26324071662436,0.0,0.342299988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9490.0,0.0,0.0,0.0,0.0,0.0,0.0,28.19644803846587,0.0,0.462776666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9491.0,0.0,0.0,0.0,0.0,0.0,0.0,28.143081005175574,0.0,0.313649994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9492.0,0.0,0.0,0.0,0.0,0.0,0.0,27.920715988879458,0.0,0.923769997,2.722080585000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9493.0,0.0,0.0,0.0,0.0,0.0,0.0,27.868686432479475,0.0,0.686349976,31.297243544999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9494.0,0.0,0.0,0.0,0.0,0.0,0.0,27.76208489021153,0.0,0.356382917,149.25203374999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9495.0,0.0,0.0,0.0,0.0,0.0,0.0,27.674813694115183,0.0,0.336899994,124.70931962700001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9496.0,0.0,0.0,0.0,0.0,0.0,0.0,21.410936556680927,0.0,0.142865001,137.5975468265,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9497.0,0.0,0.0,0.0,0.0,0.0,0.0,21.36149308296473,0.0,0.119,100.7704084165,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9498.0,0.0,0.0,0.0,0.0,0.0,0.0,21.32982100722717,0.0,0.021545555,63.190815044999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9499.0,0.0,0.0,0.0,0.0,0.0,0.0,21.298238389419126,0.0,0.00225,16.087287869500003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9500.0,0.0,0.0,0.0,0.0,0.0,0.0,21.25377440198665,0.0,0.0,26.852243246,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9501.0,0.0,0.0,0.0,0.0,0.0,0.0,21.218639907834145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9502.0,0.0,0.0,0.0,0.0,0.0,0.0,21.103261090060915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9503.0,0.0,0.0,0.0,0.0,0.0,0.0,21.07225331593585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9504.0,0.0,0.0,0.0,0.0,0.0,0.0,21.04133318086409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9505.0,0.0,0.0,0.0,0.0,0.0,0.0,21.01050042129951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9506.0,0.0,0.0,0.0,0.0,0.0,0.0,20.97975477453176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9507.0,0.0,0.0,0.0,0.0,0.0,0.0,20.94909597868348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9508.0,0.0,0.0,0.0,0.0,0.0,0.0,20.918524283425075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9509.0,0.0,0.0,0.0,0.0,0.0,0.0,20.88803667089137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9510.0,0.0,0.0,0.0,0.0,0.0,0.0,20.857631312411534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9511.0,0.0,0.0,0.0,0.0,0.0,0.0,20.827307448909828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9512.0,0.0,0.0,0.0,0.0,0.0,0.0,20.797065391743118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9513.0,0.0,0.0,0.0,0.0,0.0,0.0,20.766904386132616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9514.0,0.0,0.0,0.0,0.0,0.0,0.0,20.736824741601968,0.0,0.011282361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9515.0,0.0,0.0,0.0,0.0,0.0,0.0,20.70682570764493,0.0,0.052349998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9516.0,0.0,0.0,0.0,0.0,0.0,0.0,20.59457105194335,0.0,0.158270694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9517.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5649154689268,0.0,0.25625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9518.0,0.0,0.0,0.0,0.0,0.0,0.0,20.488504069420866,0.0,0.801054587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9519.0,0.0,0.0,0.0,0.0,0.0,0.0,20.278179410083144,0.0,0.537950012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9520.0,0.0,0.0,0.0,0.0,0.0,0.0,20.09467866697677,0.0,0.840810556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9521.0,0.0,0.0,0.0,0.0,0.0,0.0,19.97558592477353,0.0,1.422900024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9522.0,2.397260273972603,2.397260273972603,0.0,7.0,7.0,0.0,27.30978942029186,0.0,1.883892774,0.0,1.883892774,0.0,0.513367499972603,0.18517165724011792,0.0,0.0,0.18517165724011792
9523.0,0.0,0.0,0.0,0.0,0.0,0.0,27.23068320873473,0.0,2.023349976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9524.0,0.0,0.0,0.0,0.0,0.0,0.0,27.180225575304128,0.0,2.234243596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9525.0,0.0,0.0,0.0,0.0,0.0,0.0,27.12997932544878,0.0,2.850899902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9526.0,0.0,0.0,0.0,0.0,0.0,0.0,27.067464436546423,0.0,3.016116665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9527.0,0.0,0.0,0.0,0.0,0.0,0.0,27.017707760430135,0.0,3.920949951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9528.0,0.0,0.0,0.0,0.0,0.0,0.0,26.968158935901112,0.0,2.978781933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9529.0,0.0,0.0,0.0,0.0,0.0,0.0,26.918816938990375,0.0,3.874850098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9530.0,2.5089605734767026,2.5089605734767026,0.0,7.0,7.0,0.0,29.46430426768166,0.0,2.796785693,0.0,2.5089605734767026,0.0,0.0,0.0,0.0,0.0,0.0
9531.0,0.0,0.0,0.0,0.0,0.0,0.0,29.384070523503414,0.0,3.846149902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9532.0,0.0,0.0,0.0,0.0,0.0,0.0,29.325277890212636,0.0,2.018016247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9533.0,0.0,0.0,0.0,0.0,0.0,0.0,29.266732279495322,0.0,3.853300049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9534.0,0.0,0.0,0.0,0.0,0.0,0.0,29.146468727852536,0.0,2.80743611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9535.0,0.0,0.0,0.0,0.0,0.0,0.0,29.08877730395248,0.0,1.830800049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9536.0,0.0,0.0,0.0,0.0,0.0,0.0,29.021036341009488,0.0,1.301284578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9537.0,0.0,0.0,0.0,0.0,0.0,0.0,28.96194121570595,0.0,1.277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9538.0,0.0,0.0,0.0,0.0,0.0,0.0,28.895280529338883,0.0,0.997046393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9539.0,0.0,0.0,0.0,0.0,0.0,0.0,28.824431532674872,0.0,0.888599976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9540.0,0.0,0.0,0.0,0.0,0.0,0.0,28.58850978327884,0.0,0.423469444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9541.0,0.0,0.0,0.0,0.0,0.0,0.0,28.51961741052082,0.0,0.391399994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9542.0,0.0,0.0,0.0,0.0,0.0,0.0,21.682270512972355,0.0,0.398218472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9543.0,0.0,0.0,0.0,0.0,0.0,0.0,21.634031191399295,0.0,0.304799988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9544.0,0.0,0.0,0.0,0.0,0.0,0.0,21.419326339660834,0.0,0.145539168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9545.0,0.0,0.0,0.0,0.0,0.0,0.0,21.279058943090753,0.0,0.1135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9546.0,0.0,0.0,0.0,0.0,0.0,0.0,21.247593721263517,0.0,0.025344861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9547.0,0.0,0.0,0.0,0.0,0.0,0.0,21.21621740659991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9548.0,0.0,0.0,0.0,0.0,0.0,0.0,21.080193122677663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9549.0,0.0,0.0,0.0,0.0,0.0,0.0,20.99895325890225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9550.0,0.0,0.0,0.0,0.0,0.0,0.0,20.91711778398994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9551.0,0.0,0.0,0.0,0.0,0.0,0.0,20.886550175547665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9552.0,0.0,0.0,0.0,0.0,0.0,0.0,20.856069116904763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9553.0,0.0,0.0,0.0,0.0,0.0,0.0,20.825674347368462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9554.0,0.0,0.0,0.0,0.0,0.0,0.0,20.795365607073766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9555.0,0.0,0.0,0.0,0.0,0.0,0.0,20.765142636980755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9556.0,0.0,0.0,0.0,0.0,0.0,0.0,20.735005178871784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9557.0,0.0,0.0,0.0,0.0,0.0,0.0,20.704952975348856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9558.0,0.0,0.0,0.0,0.0,0.0,0.0,20.67498576983083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9559.0,0.0,0.0,0.0,0.0,0.0,0.0,20.645103306550773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9560.0,0.0,0.0,0.0,0.0,0.0,0.0,20.615305330553248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9561.0,0.0,0.0,0.0,0.0,0.0,0.0,20.58559158769164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9562.0,0.0,0.0,0.0,0.0,0.0,0.0,20.555961824625463,0.0,0.009313611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9563.0,0.0,0.0,0.0,0.0,0.0,0.0,20.52641578881772,0.0,0.038599998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9564.0,0.0,0.0,0.0,0.0,0.0,0.0,20.334413530269142,0.0,0.189911805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9565.0,0.0,0.0,0.0,0.0,0.0,0.0,20.300683974454454,0.0,0.2715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9566.0,0.0,0.0,0.0,0.0,0.0,0.0,20.230221682863395,0.0,0.200757639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9567.0,0.0,0.0,0.0,0.0,0.0,0.0,19.939927577184612,0.0,0.281049988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9568.0,0.0,0.0,0.0,0.0,0.0,0.0,19.829157855184683,0.0,0.753842775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9569.0,0.0,0.0,0.0,0.0,0.0,0.0,13.698473924317227,0.0,1.15425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9570.0,2.397260273972603,2.397260273972603,0.0,7.0,7.0,0.0,26.786973877271397,0.0,0.971916531,0.0,0.971916531,0.0,1.425343742972603,0.514121488090218,0.0,0.0,0.514121488090218
9571.0,0.0,0.0,0.0,0.0,0.0,0.0,26.69037880958979,0.0,0.30125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9572.0,0.0,0.0,0.0,0.0,0.0,0.0,26.472472240999952,0.0,0.543406528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9573.0,0.0,0.0,0.0,0.0,0.0,0.0,20.222440454614244,0.0,0.747650024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9574.0,0.0,0.0,0.0,0.0,0.0,0.0,20.170402191207035,0.0,0.335792502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9575.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1411681128876,0.0,0.266450012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9576.0,0.0,0.0,0.0,0.0,0.0,0.0,20.109083715282555,0.0,0.754439448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9577.0,0.0,0.0,0.0,0.0,0.0,0.0,20.080580514221925,0.0,0.655599976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9578.0,0.0,0.0,0.0,0.0,0.0,0.0,19.899528049826372,0.0,0.97363792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9579.0,0.0,0.0,0.0,0.0,0.0,0.0,19.871202362902043,0.0,1.024099976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9580.0,0.0,0.0,0.0,0.0,0.0,0.0,19.840324318027175,0.0,1.354069867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9581.0,0.0,0.0,0.0,0.0,0.0,0.0,19.811258408414265,0.0,1.178900024,3.297432194500001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9582.0,0.0,0.0,0.0,0.0,0.0,0.0,19.779204055635326,0.0,0.855567223,22.660629467000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9583.0,0.0,0.0,0.0,0.0,0.0,0.0,19.74731415199429,0.0,0.9715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9584.0,2.397260273972603,2.397260273972603,0.0,7.0,7.0,0.0,27.297790639634858,0.0,1.226946526,0.0,1.226946526,0.0,1.170313747972603,0.3711064894821124,0.0,0.0,0.3711064894821124
9585.0,0.0,0.0,0.0,0.0,0.0,0.0,20.924915125881483,0.0,1.613199951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9586.0,0.0,0.0,0.0,0.0,0.0,0.0,20.894422605736345,0.0,0.647688749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9587.0,0.0,0.0,0.0,0.0,0.0,0.0,20.86401614467955,0.0,0.661349976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9588.0,0.0,0.0,0.0,0.0,0.0,0.0,20.798507922829405,0.0,0.713431387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9589.0,0.0,0.0,0.0,0.0,0.0,0.0,20.729596343998406,0.0,0.373549988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9590.0,0.0,0.0,0.0,0.0,0.0,0.0,20.69188908154576,0.0,0.187724306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9591.0,0.0,0.0,0.0,0.0,0.0,0.0,20.658496127675342,0.0,0.228800003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9592.0,0.0,0.0,0.0,0.0,0.0,0.0,20.628700864430964,0.0,0.111153334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9593.0,0.0,0.0,0.0,0.0,0.0,0.0,20.598989715524006,0.0,0.087300003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
