LCOE Electricity [£/kWhe],OCOH Provided [£/kWhth],Renewable Electricity Share [%],Grid Electricity Share [%],Total Electricity Cost [£],Total Carbon Emissions [kg],Heat Carbon Intensity [gCO2eq/kWhth],,Electrical Charge [kWh],Thermal Charge [kWh],Thermal Discharge [kWh],DHW Electrical Charge [kWh],DHW Thermal Charge [kWh],DHW Thermal Discharge [kWh],SH Electrical Charge [kWh],SH Thermal Charge [kWh],SH Thermal Discharge [kWh],PV Used [kWh],Wind Used [kWh],Grid Used [kWh]
0.281023810932083,0.13264365191867822,51.21100796906077,48.78899203094013,1966.0761188066065,945.1261152273269,63.76405178226859,,6996.119340512972,17061.912961312126,14822.24056988402,2199.4702176017922,5915.0,4753.837184055554,4796.649122911233,11146.91296131213,10068.40338582842,1149.4199284752965,2433.363304519803,3413.336107517935
